,Job Title,Company Name,Location,Work Model,Employment Type,Industry,Company Type,Company Size,Job Description,Salary
36,A07 Principal Data Analyst,UpperGround by Hudson - Data & Analytics,Brisbane QLD,missing,Full time,Developers/Programmers (Information & Communication Technology),missing,missing,"Hudson is seeking a skilled Principal Data Analyst to join a large organisation. This role is critical in establishing a robust intelligence capability for biosecurity activities, with a focus on identifying opportunities to enhance compliance with relevant legislation.
As the Principal Data Analyst, you will:
Data Management: Lead the collection and consolidation of data from various sources, ensuring its quality, integrity, and usability.
Advanced Analytics: Develop and apply advanced statistical models, machine learning algorithms, and data modeling techniques to address business challenges.
Process Optimization: Design and implement efficient processes to ensure timely availability of relevant data assets.
Business Intelligence: Capture and define business requirements for intelligence products, applying statistical techniques and data mining methods to identify trends and patterns.
Exploratory Analysis: Conduct exploratory data analysis to uncover actionable insights and develop metrics required by the business.
Visualization and Reporting: Create and maintain visualizations to support strategic initiatives, ensuring accuracy and completeness through validation and quality checks.
Data Governance: Ensure compliance with data governance policies and procedures, identifying and resolving anomalies and errors.
Strategic Guidance: Work with the leadership team to provide data-driven insights that support decision-making and long-term planning.
AI and ML Integration: Enhance analytics capabilities and processes, incorporating Artificial Intelligence (AI) and Machine Learning (ML) to support an insights-driven culture.
Project Development: Collaborate on data and intelligence projects from ideation to design, including preparation of project documentation, plans, requirements, and testing.
Training and Mentoring: Train, coach, and mentor team members in the use of data and analytics, contributing to a culture of continuous improvement.
Technical Skills:
Proficiency in SQL for data querying and manipulation.
Expertise in Power BI for data visualization and reporting.
Experience with R or Python (or other statistical software) for statistical analysis and modeling.
Qualifications and Experience:
Proven experience in data analysis, statistical modelling, and machine learning.
Strong proficiency in SQL, Power BI, and R or Python (or other statistical software).
Experience in developing and implementing data processes and business intelligence solutions.
Excellent problem-solving skills and attention to detail.
Familiarity with AI and ML technologies and their application in data analytics.
Strong project management skills, including documentation and planning.
Ability to train and mentor team members effectively.",$90 - $92.69 p.h. + Inc. super
37,Data Quality Specialist,Clough Projects Pty Ltd,Perth WA,missing,Full time,Business/Systems Analysts (Information & Communication Technology),missing,missing,"Are you looking for a challenging, interesting and rewarding step in your career?

Clough has an exciting opportunity for a Data Quality Specialist to join the Information Technology Team in Perth! In this role, you will work as part of the Data and BI team to implement and continuously improve and enhance data quality management across our stakeholders to deliver valuable, quality outcomes.

Who we are

We are a pioneering project delivery company. We harness innovative engineering and construction solutions to improve peoples' lives today and tomorrow.

We deliver high performing assets for the energy, resources and infrastructure industries, underpinned by a dedication to innovation, sustainability and getting the job done safely and efficiently. Together with our parent company, Webuild, we are delivering some of Australia's largest projects.

Who you are

Courageous. Innovative. Passionate. Creative. These are just a few words that describe you.

Your focus will include:
Collaborating closely with business users to gather and communicate BI and analytics requirements
Convert business requirements into actionable technical specifications for the data team.
Making Data Quality Assessments and profiling, conduction root cause analysis, impact analysis and providing insightful recommendations for remediation to maintain overall data quality
Responsible for the final review of reports and BI analytics before deployment to production.
Support administration and configuration for the Informatica Data Quality and Data Governance services
Participate in other Data Management activities, particularly implementing operating frameworks, policies and roles.
What you will bring to the team:
Relevant tertiary qualifications in business, data analysis and data quality or equivalent workplace experience
Demonstrated experience in BI and Analytic Business Analysis.
Demonstrated ability in Data Quality assessment and profiling.
Strong communication and interpersonal skills in fostering relationships with all levels of stakeholders
Industry certifications in BI and Analytics or MDM technologies is desirable
Advantage - experience with Data Quality and Data Governance applications such as Informatica.
Clough's people enjoy:
A competitive remuneration package
Flexible and remote work options to manage work and lifestyle commitments
Exposure to a range of iconic projects and industries
Ongoing training for career progression
Industry leading paid parental leave program from the day you join
Excellent end of trip facilities and free gym onsite
Mental health and wellbeing programs
Employee assistance program for employees and their families
Special offers on private health insurance, salary packaging, banking, travel, groceries and more
Salary continuance insurance (criteria applies)
A supportive team culture and environment!
We're building a diverse workforce

At Clough, we are committed to building a workforce that reflects the communities in which we work and live, fostering an inclusive environment that accepts every person, embraces their strengths and differences, and provides opportunities for all to achieve their full potential.

We are a certified Employer of Choice for Gender Equality by WGEA, a WORK180 Endorsed Employer for All Women, a signatory of the Veterans' Employment Commitment, a partner of Pride in Diversity as LGBTQIA+ allies, an active member of CEOs for Gender Equity, and guided by our Reconciliation Action Plan, we are committed to providing meaningful training and employment opportunities to deliver positive outcomes for Aboriginal and Torres Strait Islander Peoples.

Apply now to join us!

Once we receive your application, it will be reviewed for shortlisting. Should your application be shortlisted we will contact you.

Please note: Clough reserves the right to commence the shortlisting process for this role immediately and the right to remove the advertisement before the closing date. Agency submissions will not be considered for this position. #LI-TB1",missing
38,Senior Data Analysts,Department of Health & Aged Care,Sydney NSW,missing,Full time,Government - Federal (Government & Defence),missing,missing,"Tired of wrangling data? Want to use your data skills to influence immunisation policy in Australia? Join us as we embark on a program to develop meaningful insights, mine linked datasets, reform existing data reporting, develop new data sources, implement new data projects and build the data capability of the National Immunisation Division. The Data Reporting and Analysis Section, Immunisation Reform Branch is seeking Senior Data Analysts for three roles.

The Senior Data Analyst - Reporting will work in a team to develop reports, dashboards and generate responses to stakeholders' queries using data from the Australian Immunisation Register and linked datasets.

The Senior Data Analyst - Data Insights will use their statistical analysis and/or programming skills to analyse, develop and communicate insights that inform immunisation policy in Australia.

The Senior Data Analyst - Data Projects will use their stakeholder engagement, statistical analysis and/or programming skills to identify, develop and implement data projects that streamline, create new avenues for analysis (e.g. through linked datasets) and respond to existing and emerging policy needs. This may also involve mining linked datasets or undertaking data analysis on specific projects to develop recommendations.",missing
39,Assistant Data Analyst,NSW Department of Customer Service,Sydney NSW,missing,Full time,Database Development & Administration (Information & Communication Technology),missing,missing,"Assistant Data Analyst
Customer Insights, Human Services


Clerk Grade: 5/6
Employment Type: Temporary Full Time until 30 Jun 2025, with prospect to extend.
Flexibility: Hybrid


This role sits within the Customer Data & Insights Division in the Human Services Insights team

About the team
Customer Insights partner with other government departments and agencies to drive a data-led customer-centric culture and deliver innovative products and service to support decision making. The Human Services Team has a special focus on human services, delivering customer-centric insights around client outcomes in Education, Health, Housing, Justice and Child Protection using linked government data.


Your day-to-day
Reporting to the Manager of Human Services Insights, you will support in delivering meaningful, actionable insights using large and complex linked human services.
Our typical projects include data validation, data transformation, descriptive analysis, comparative analysis, outcome evaluations using quasi-experimental techniques (e.g. propensity score matching), clustering, data visualisation using R and Python.
You will also engage with clients and prepare reports in Word, PowerPoint and PowerBI.
Key accountabilities
Support and conduct quantitative analysis to develop actionable insights for government to improve customer outcomes.
Validate and transform large, complex and multidisciplinary data to analysis-ready data.
Assist in data visualisation using PowerBI
Contribute to continuous process improvements and better ways-of-working to drive efficiency.
To be successful in this role you will demonstrate:
At least 1 year of experience working conducting quantitative analysis or research using R and/or Python.
Tertiary qualifications in Statistics, Mathematics, Social Science, Actuary, Engineering, Computer Science, Economics or equivalent experience.
Excellent communication skills (written and verbal).
A solid understanding of statistics, programming.
Be eager to learn and grow.
What we need from you:
An up-to-date CV of no more than 2 pages which clearly details your skills and experience as relevant to this role.

For more information about the position: Please contact Afrah Saied, Talent Acquisition Advisor via afrah.ahmedsaied@customerservice.nsw.gov.au




Salary Grade 5/6, with the base salary for this role starting at $93,295 base plus superannuation

Click Here to access the Role Description. For enquiries relating to recruitment please contact Afrah Ahmed Saied via afrah.ahmedsaied@customerservice.nsw.gov.au.

Visit the Capability Application Tool to prepare for the recruitment process by accessing practice application and interview questions based on the focus capabilities listed in the role description.

Closing Date: Monday, 09 September 2024 (09:59am)

Careers at Department of Customer Service
A career at the Department of Customer Service (DCS) gives you the opportunity to help improve government services and be part of reform that benefits people across NSW. We are focused on delivering excellent customer service, digital transformation, and regulatory reform. Come join us and influence the future of our great state.


Belong in our diverse and inclusive workplace

The strength of our workforce lies in its diversity and embracing difference, while the key to our success is leveraging the contributions of employees with different backgrounds and perspectives.

You can view our full diversity and inclusion statement here.

We want you to bring your best self to this application process. If you feel you may require an adjustment during the recruitment process, please contact our Diversity, Equity and Inclusion team via afrah.ahmedsaied@customerservice.nsw.gov.au or 02 9494 8351.

For more information, please visit


Information on some of the different types of disabilities



Information on adjustments available for the recruitment process",$93295.0k - $102941.0k p.a. + Super + Flex
40,Data Entry Officer - Natural Disaster Recovery,Wirrigan Group,"Milsons Point, Sydney NSW",missing,Contract/Temp,Data Entry & Word Processing (Administration & Office Support),missing,missing,"Wirrigan Group are a Recruitment Agency supporting our clients to attract and a skilled workforce.
We currently have a contract opportunity for a Data Entry Officer with experience in disaster recovery until 30/05/2025 with possibility of extensions with a NSW State Government Entity.
 Key Responsibilities:
Accurately input, update, and manage large volumes of data in various databases and systems.
Perform data validation and ensure accuracy and consistency.
Generate and maintain reports using Excel, including pivot tables, VLOOKUPs, and other functions.
Assist in the creation of data dashboards and visual reports using Power BI or Tableau.
Collaborate with internal teams to ensure data quality and completeness.
Manage data entry tasks within established timelines.
Key Requirements:
Proven experience in data entry and data management.
Strong proficiency in MS Office Suite, particularly Excel (advanced knowledge preferred).
Experience with data visualization tools such as Power BI or Tableau is beneficial but not required
Excellent attention to detail and organizational skills.
Ability to manage and analyze large datasets efficiently.
Strong communication skills and the ability to work both independently and in a team.
NSW Government experience is beneficial
Disaster Recovery experience is extremely beneficial but not required
Preferred Qualifications:
Prior experience working in data-driven environments.
Basic understanding of database management systems.
Knowledge of automation in Excel and data visualization techniques",$40 – $50 per hour
41,Data Analyst,Heritage and People's Choice,Brisbane QLD,missing,Contract/Temp,Database Development & Administration (Information & Communication Technology),missing,missing,"About the role
We have a new opportunity for a Data Analyst to support key system migrations including core banking and CRM critical to the successful integration of the Heritage and People’s Choice merger.
You’ll collaborate with project teams, business analysts and engineers to understand and document business requirements, and undertake various other tasks including data profiling, mapping, transformation and testing.
This role is offered as a 2 year Fixed Term Contract with possible extensions or permanency.
What your day will look like:
Work with stakeholders to elicit, analyse, communicate and validate requirements for data migrations.
Facilitate workshops with business analysts to document business processes and requirements.
Develop functional specifications for engineers.
Assist in the development of transformation scripts.
Support the development and testing phases of data projects.
Guide the business through the adoption of the data migration methodology.
Design, build and deploy dashboard-type reporting to meet business needs / requirements, ensuring that business needs are met.
About you 
You are outcomes focussed, have a curious mind-set and work collaboratively with the team and the business to support data migration.
Knowledge and Experience: 
Demonstrated experience in data analytics or related field.
Proven experience in eliciting requirements and developing functional specifications.
Strong knowledge of T-SQL and Python programming 
An understanding of financial services operating environment and products (desirable).
Knowledge of Data Bricks, the Azure environment and data visualisation tools (Power BI preferred) will be highly regarded.
Who are we? 
People First Bank is powered by People's Choice and Heritage Bank. With over 720,000 members and 1,900 employees, we are committed to creating a better future for our members and the communities we serve. We have dual head offices in Toowoomba and Adelaide, and 95 branches across South Australia, Victoria, New South Wales, Queensland and the Northern Territory, trading under brands: People First Bank, Heritage Bank and People's Choice.
Putting ‘People First’ starts with our team members and we are committed to creating an outstanding working environment where you feel supported, can continue to develop and are proud advocates of our members and our business.
Benefits of working for us   
We believe the little extras can make a big difference in supporting your success. That’s why we offer great incentives and benefits including:  
Paid parental leave and special leave provisions. 
Employee banking benefits and discounted insurances. 
Work from anywhere philosophy with the flexibility to work from home or in the office. 
Career development opportunities, and ongoing training, coaching and support. 
A dedicated Employee Assistance Program for you and your family to access in times of need. 
Paid volunteering days and access to a diverse range of community and charitable initiatives. 
If you are ready to join a supportive team who are passionate about the work they do and the results they achieve, then click 'Apply' now and submit your application, including a cover letter and current resume by 11th September 2024.
We are committed to diversity and inclusion and support candidate requests for adjustments to accommodate disability, illness or injury, to enable everyone to equitably participate in our selection process.",missing
42,Data Analyst,St John of God Health Care Inc,Melbourne VIC,missing,Full time,Business/Systems Analysts (Information & Communication Technology),missing,missing,"Welcome to St John of God Health Care
St John of God Health Care is one of the largest private providers of health care services in Australia, employing more than 16,000 employees (caregivers). We operate 27 hospitals and services comprising more than 3,500 hospital beds, including home nursing, disability services and social outreach programs.
As a Catholic, not-for-profit group, we invest all profits to the communities we serve by updating and expanding our facilities and technology; expanding existing services and developing and acquiring new services; and providing Social Outreach services to people experiencing disadvantage to improve health and wellbeing.
Your Role
You will support the development and implementation of new Key Performance Indicators (KPIs) and analytics solutions that uncover patterns, predict trends, and provide meaningful insights. Your work will drive positive outcomes for patients, caregivers, and the organisation, with guidance from the Senior Data Scientist.

In this role, you will also support Business Intelligence and self-service tool development using tools such as Power BI, with a focus on human-centred design and user experience (UX). Collaborating closely with clinical, data engineering teams, and other teams, you will deploy analytical solutions into production environments.

The Position
Design and create interactive dashboards to communicate complex data insights in an accessible and self-service manner using visualization tools such as Power BI.
Develop and maintain standardized reporting templates that promote self-service reporting.
Create clear and compelling visualizations (charts, graphs, dashboards) to effectively communicate insights and findings to both technical and non-technical stakeholders.
Work with the data engineering team to build structured datasets suitable for predictive analysis and modelling.
Ensure appropriate testing has occurred, all change control procedures are met and all changes are documented.
Work collaboratively with business users to understand their requirements and provide analytical support for strategic and operational initiatives.
the business scope and objectives.
Apply statistical analysis to identify patterns, correlations, and trends within large and multi-dimensional datasets.
You will have a minimum two years relevant experience preferably in the healthcare industry, with a degree qualification in a Data Science, Computer Science, Health Informatics, Statistics or other quantitative discipline.

To succeed, you will have strong data wrangling skills using SQL, Python or R and knowledge of tools like Excel, Power BI, Tableau, or other data visualization platforms and proficiency in data analysis tools and techniques, including experience with statistical analysis, data visualization, and data mining to extract insights from complex healthcare datasets.

We can offer you
Salary: $119,000 to $133,000 per annum, plus 11.5% superannuation
Fixed term 6 (six) month contract
A welcoming and supportive culture
Highly competitive salary and entitlements
Salary packaging up to $18,550 on a range of benefits such as mortgage, rent, meal entertainment, holiday accommodation or other everyday living expenses as well as options to salary package benefits above the FBT cap on items such as:
Novated leasing
work related expenses
self-education and
additional superannuation
A healthy work-life balance through flexible work options, additional purchased leave and well-being programs
Employee discount on St John of God Hospital & Medical Services and Private Health Insurance
Employee support through our dedicated free Employee Assistance Program (EAP)
St John of God Health Care embraces diversity and strongly encourages applications from Aboriginal and Torres Strait Islander peoples and people with disabilities. We are committed to providing a safe environment for all children and vulnerable people in our care and proactively take measures to protect children/vulnerable people from abuse.
For enquiries please call Mark Gu, Group Manager Advanced Analytics on 0403 359 327

Closing Date: 10 September 2024
We are not accepting applications from agencies.",missing
43,Data Analyst,The Data School Pty Ltd,Sydney NSW,missing,Full time,Business/Systems Analysts (Information & Communication Technology),missing,missing,"Who are you?
We are looking for a person with a true desire to learn and the motivation to improve yourself and your skills every day. You love the idea of immersing yourself in data to drive meaningful insights and create jaw-dropping outcomes. You’ll need creativity to deliver those outcomes in meaningful, digestible forms
Who we are
We don’t look at what’s on your CV or your experience. We want to create the next generation of first-class data analysts and data scientists. If you are passionate about data, we have the best way for you to get into a new career in data. 
How does it work?
Successful applicants will be immersed in 4 months of intensive training using market-leading technologies – Tableau, Alteryx, PowerBI, and SQL.
In addition, you will hone all the soft skills needed to become an outstanding consultant.
The training is followed by four 6-month client engagements with Australia's leading organisations to give you real-world experience to kick-start your new career.
Do I get paid?
Yes. From day 1. The Data School offers you a competitive salary during training, and while you gain valuable industry experience.
More details   
$65,000 per annum that will increase to $70,000 in the second year
28-month, fixed-term contract to start your new career as a data consultant
When you finish the contract, you can stay on as a consultant and continue to work on some fascinating projects or go it alone. Either way, we are here to help every step of the way. On completion, you will also become part of our Alumni network
We’re sorry – we can’t sponsor you, so make sure you have full working rights
Work from our office in the CBD
Health and wellness program
Inclusive work culture
For more information about us you can read here: https://www.thedataschool.com.au/school/
Application Process
Join Tableau - Join the community and download Tableau Public 
Find your data - Choose a dataset that you are passionate about; from politics to sport, TV and popular culture. You can find data on sites like Data is Plural, Kaggle, Data.world, data.gov.au, or the Tableau resources page
Create your Viz - Once you have your data set, you can begin creating your winning viz! Find insights and use interactivity to tell a compelling story
Share it with us - Once your work is live on Tableau Public, send it to us!
The Interview - If you impress us with your passion, innovation and understanding of data, you will be invited to an interview
 We are taking applications at all times. If you have an inquisitive nature, and a passion for getting to the truth by way of data, then we’d love to hear from you!","$65,000 – $70,000 per year"
44,Data Analyst,The Data School Pty Ltd,Sydney NSW,missing,Full time,Business/Systems Analysts (Information & Communication Technology),missing,missing,"Who are you?
We are looking for a person with a true desire to learn and the motivation to improve yourself and your skills every day. You love the idea of immersing yourself in data to drive meaningful insights and create jaw-dropping outcomes. You’ll need creativity to deliver those outcomes in meaningful, digestible forms
Who we are
We don’t look at what’s on your CV or your experience. We want to create the next generation of first-class data analysts and data scientists. If you are passionate about data, we have the best way for you to get into a new career in data. 
How does it work?
Successful applicants will be immersed in 4 months of intensive training using market-leading technologies – Tableau, Alteryx, PowerBI, and SQL.
In addition, you will hone all the soft skills needed to become an outstanding consultant.
The training is followed by four 6-month client engagements with Australia's leading organisations to give you real-world experience to kick-start your new career.
Do I get paid?
Yes. From day 1. The Data School offers you a competitive salary during training, and while you gain valuable industry experience.
More details   
$65,000 per annum that will increase to $70,000 in the second year
28-month, fixed-term contract to start your new career as a data consultant
When you finish the contract, you can stay on as a consultant and continue to work on some fascinating projects or go it alone. Either way, we are here to help every step of the way. On completion, you will also become part of our Alumni network
We’re sorry – we can’t sponsor you, so make sure you have full working rights
Work from our office in the CBD
Health and wellness program
Inclusive work culture
For more information about us you can read here: https://www.thedataschool.com.au/school/
Application Process
Join Tableau - Join the community and download Tableau Public 
Find your data - Choose a dataset that you are passionate about; from politics to sport, TV and popular culture. You can find data on sites like Data is Plural, Kaggle, Data.world, data.gov.au, or the Tableau resources page
Create your Viz - Once you have your data set, you can begin creating your winning viz! Find insights and use interactivity to tell a compelling story
Share it with us - Once your work is live on Tableau Public, send it to us!
The Interview - If you impress us with your passion, innovation and understanding of data, you will be invited to an interview
 We are taking applications at all times. If you have an inquisitive nature, and a passion for getting to the truth by way of data, then we’d love to hear from you!","$65,000 – $70,000 per year"
45,Data Quality Engineer | 3 year Fixed Term Contract,Newcastle Greater Mutual Group,Sydney NSW,missing,Full time,Database Development & Administration (Information & Communication Technology),missing,missing,"Purpose of the role | 3-year Fixed Term Contract 
As a Data Quality Engineer reporting to the Data Engineering Manager, you will be an integral part of a close-knit team dedicated to maintaining the highest standards of data quality at NGM Group. This hands-on role involves a 36-month contract focused on developing, configuring, and utilizing tools for maintaining data lineage, conducting control assessments, and monitoring data quality. You will collaborate with stakeholders across NGM Group and work closely with the Data Governance Office (DGO) to bring data elements under governance.
In this role, you will manage data quality risk through the implementation of data solutions and resolve data quality issues to ensure outcomes essential for informed decision-making and regulatory compliance. Additionally, you will support the data governance roadmap by managing automation processes and the administration of Data Governance Tooling.
 What will your key responsibilities include?
Create and maintain data lineage for Critical Data Elements (CDEs). Configure available Data Governance System connectors for automated metadata ingestion, develop and maintain custom metadata ingestion solutions in accordance with NGM Group’s Software Development Lifecycle (SDLC).
Perform data quality control testing along the CDE lineage and deliver results to stakeholders.
Capture requirements for and implement data quality rules using off-the-shelf and custom solutions. Profile data, develop, and maintain data quality rules in alignment with NGM Group’s Data Risk Management Framework and SDLC.
Monitor data quality rule execution results to detect, assess, and rectify data quality issues. Develop and maintain data quality dashboards.
Assist Data Governance Managers in administering the Data Governance System by automating the maintenance of appropriate configurations across the environments.
Support Data Governance Managers in running processes necessary for bringing critical data under governance.
 What are we looking for?
Experience reverse-engineering solutions that use data storage, data integration and data analytics technologies (experience with Azure Purview, Microsoft SQL Server, Oracle Database, Microsoft SSIS is a bonus).
Experience with data profiling using SQL (experience with other information retrieval languages such as XQuery and data analysis packages such as Pandas is a bonus).
Exposure to metadata management, data catalogues and business glossaries (experience with Microsoft Purview is highly regarded).
Attention to detail, focus on accuracy and passion for problem solving. 
Tertiary qualifications in computer science, information technology, mathematics, or business, or equivalent work experience.
Background in software or data engineering in an agile environment.
Working knowledge of integration with REST APIs.
Genuine interest in learning about and understanding the business, and the data required to run it. 
 NGM Group employees can take advantage of the following work perks:
Health and wellbeing; Fitness passport, corporate health insurance and annual flu vaccination.
Lifestyle and giving back; Hotel discounts, 14 weeks paid parental leave, two community volunteers days and three recreational leave days per year.
Professional advancement; Flexible work arrangements, recognition programs and employee referral program.
 About us
 We’re NGM Group, and we offer retail banking services to more than half a million Australians under the brands Greater Bank and Newcastle Permanent.  We have fresh energy and big goals for our customers, and our people are key to us achieving this success. If you’re ready to be part of a team that puts the customer first and enjoys a challenge as the path to growth and innovation, then … we want you!
Collectively, we’re the largest customer-owned bank based on net assets and the 10th largest Australian-owned bank for household deposits. A financial powerhouse headquartered in the Hunter, we have a workforce of more than 1,800 people and total assets of more than $20 billion.",missing
46,Data Analyst,Heritage and People's Choice,Adelaide SA,missing,Contract/Temp,Database Development & Administration (Information & Communication Technology),missing,missing,"About the role
We have a new opportunity for a Data Analyst to support key system migrations including core banking and CRM critical to the successful integration of the Heritage and People’s Choice merger.
You’ll collaborate with project teams, business analysts and engineers to understand and document business requirements, and undertake various other tasks including data profiling, mapping, transformation and testing.
This role is offered as a 2 year Fixed Term Contract with possible extensions or permanency.
What your day will look like:
Work with stakeholders to elicit, analyse, communicate and validate requirements for data migrations.
Facilitate workshops with business analysts to document business processes and requirements.
Develop functional specifications for engineers.
Assist in the development of transformation scripts.
Support the development and testing phases of data projects.
Guide the business through the adoption of the data migration methodology.
Design, build and deploy dashboard-type reporting to meet business needs / requirements, ensuring that business needs are met.
About you 
You are outcomes focussed, have a curious mind-set and work collaboratively with the team and the business to support data migration.
Knowledge and Experience: 
Demonstrated experience in data analytics or related field.
Proven experience in eliciting requirements and developing functional specifications.
Strong knowledge of T-SQL and Python programming 
An understanding of financial services operating environment and products (desirable).
Knowledge of Data Bricks, the Azure environment and data visualisation tools (Power BI preferred) will be highly regarded.
Who are we? 
People First Bank is powered by People's Choice and Heritage Bank. With over 720,000 members and 1,900 employees, we are committed to creating a better future for our members and the communities we serve. We have dual head offices in Toowoomba and Adelaide, and 95 branches across South Australia, Victoria, New South Wales, Queensland and the Northern Territory, trading under brands: People First Bank, Heritage Bank and People's Choice.
Putting ‘People First’ starts with our team members and we are committed to creating an outstanding working environment where you feel supported, can continue to develop and are proud advocates of our members and our business.
Benefits of working for us   
We believe the little extras can make a big difference in supporting your success. That’s why we offer great incentives and benefits including:  
Paid parental leave and special leave provisions. 
Employee banking benefits and discounted insurances. 
Work from anywhere philosophy with the flexibility to work from home or in the office. 
Career development opportunities, and ongoing training, coaching and support. 
A dedicated Employee Assistance Program for you and your family to access in times of need. 
Paid volunteering days and access to a diverse range of community and charitable initiatives. 
If you are ready to join a supportive team who are passionate about the work they do and the results they achieve, then click 'Apply' now and submit your application, including a cover letter and current resume by 11th September 2024.
We are committed to diversity and inclusion and support candidate requests for adjustments to accommodate disability, illness or injury, to enable everyone to equitably participate in our selection process.",missing
47,Data Engineer,ASC,"Osborne, Adelaide SA",missing,Full time,Engineering - Software (Information & Communication Technology),missing,missing,"We work in an environment that is interesting and meaningful. We’re Australia’s submarine company, and everyday we’re supporting the Royal Australian Navy to protect Australia’s national security and to bring its submariners home safely.
If you are looking for a role that makes a difference, we’ll provide you with the opportunity to grow your career that offers flexibility and security to balance life and work. It’s why working at ASC is like no other job. It’s a deeper purpose that we can all be proud of.
About the Opportunity
Operating in a complex environment of uncertainty and change, the Data Engineer reports to the Data and Analytics Manager and plays a crucial role in harnessing cutting-edge technology, collaborating with key stakeholders throughout the organisation, and delivering advanced data and analytics solutions. These efforts are aimed at driving sustainable, long-term improvements in Australia’s sovereign submarine capabilities. The Data & Analytics team, which falls under the Head of Digital Business and Chief Data Officer, is part of a larger Transformation team leading the most significant modernization of ASC’s digital infrastructure in its 35-year history.
This position is a permanent, full-time role based at our head office in Osborne, SA
Responsibilities
Fostering data-centric decision-making as a key team member of insights and analytics projects
Partnering with cross-functional teams to set data standards and architecture, improving data infrastructure for organisation-wide access and utilisation
Ongoing exploration of innovative analytics methods to enhance data analysis capabilities and provide business insights
Investigate and harness cutting-edge technologies like machine learning and AI to augment data analysis capabilities and unearth valuable business insights from diverse datasets
Creating and sustaining business reporting systems, including executive dashboards and operational reports to deliver real-time actionable insights for strategic decisions
Train, coach and/or mentor others, especially business power users, in using various data analytics techniques to grow business-wide capability
About you 
3 or more years’ experience working in a complex environment in Data Engineering
Understanding of designing and implementing Azure technology (Microsoft Fabric, Azure Data Factory, Synapse)
Proficient in programming language like Python, Scala
Expertise in data & analytics with technical and practical knowledge in building and sustaining modern cloud data stacks
Manage relationships with external support vendors
Effectively working with customers to attain suitable outcomes
Develop relationships within the team, ASC and wider IT community
Maintaining ASC systems availability in line with the ASC business expectations and the IT uptime KPI’s
Eligibility
This role requires a current National Police Clearance and an Australian Defence Security Clearance. Your eligibility for this role is dependent on you obtaining and maintaining such clearance.
To check your eligibility please visit the Australian Government Security Vetting Agency website.
Benefits
Unique and challenging work with a deeper purpose.
Secure and long-term career opportunities that provide a deeper purpose.
Flexibility over how, when and where you work for the best work- life balance.
10 days additional leave every year so you can rest and recharge.
Generous parental leave so you can give your family the focus it deserves.
Subsidised childcare to ease the financial pressure on your family.
Health and wellbeing initiatives so you can perform at your best at work.
Volunteer leave, so you can contribute back to the community.
Paid reservist leave to support our nation’s defence capabilities.
Professional development opportunities to advance your career.
A diverse and supportive environment where you can thrive.
Discounts and exclusive offers from leading Australian brands to help you save.
About ASC
ASC has served as Australia’s submarine builder and sustainer for over 35 years. ASC built the Collins Class submarines and now sustains the fleet in Osborne, South Australia and in Henderson, Western Australia. Supported by its predominantly Australian supply chain and a highly skilled workforce, we deliver submarine capability and availability to the Royal Australian Navy.
Apply today for a career with a deeper purpose.
Early applications are encouraged as shortlisting may commence immediately.",Competitive salary + Super + Salary Sacrificing
48,Data Analyst,Aqua Metro,"Mulgrave, Melbourne VIC",missing,Full time,Business/Systems Analysts (Information & Communication Technology),missing,missing,"About Aqua Metro:
Aqua Metro is an integrated service provider specialising in the water sector. Our organisation and team bring significant capability and experience in design and construction of civil, mechanical and electrical works to the water industry. Our staff are highly skilled, experienced, reputable people with a demonstrated track record of delivering our core services in long term partnerships for key water customers. Our service lines include:
Water and Waste water treatment plants
GeoKrete
Pump Stations
Dam Constructions
Sewer Rehabilitation Works 
Pipeline Works
Program Management 
Water Main Maintenance Works 
About the Data Analyst role: 
Designing, developing, and producing reports to inform executive decision making using appropriate software and business intelligence tools, to enable senior leaders to monitor performance and prioritise business activities.
Establishing and maintaining relationships with key stakeholders (e.g. business partners), to ensure that reports produced are fit-for-purpose.
Collaborating with team members and key stakeholders to develop new analytical reporting products to ensure that information systems are capturing data required for reporting.
Applying analytical and conceptual skills to resolve problems, when undertaking data analysis 
Maintaining, applying and developing processes and procedures for reporting, to ensure the quality and accuracy of information presented 
Provide information and advice to the organisation in the form of analyses and recommendations upon which the organisation develops to support business outcomes.
To succeed in this role, you will: 
have extensive experience in Data Analysis, Pricing, Forecasting, Modelling and Reporting, acquired in a commercially focussed role.
have experience building and using automated reporting tools, statistical models, including data accuracy and integrity 
have practical knowledge of the systems and tools used in data interrogation, analysis, forecasting and financial modelling, as well as data extraction capabilities and data visualisation experience using systems like Power BI.
have demonstrated capacity to work as a part of cross-functional teams as well as autonomously, seeking guidance effectively when necessary, and utilising strong stakeholder engagement skills to drive outcomes.
have well-developed organisational skills with the ability to apply project management principles to manage work effectively and deliver outcomes under pressure circumstances when priorities and deadlines are competing.
have a can-do attitude, be flexible and adaptable and willing to learn! 
be able to work with a variety of stakeholders as well as independently
be proactive and professional in your communication
Position is based in our Mulgrave office. 
We offer: 
Endless career growth opportunities whilst been supported and mentored.  
Work/life balance- No weekend work or excessive hours. 
Attractive salary and benefits.
Long Term secure pipeline of work. 
Reward and Recognition 
If you are passionate about the water industry and want to join a company delivering exceptional projects for our clients and the community then we would love to hear from you! ",missing
