,Job Title,Company Name,Location,Work Model,Employment Type,Industry,Company Type,Company Size,Job Description,Salary
73,Data Analyst / Telescope Operator - SKA-Low Telescope,CSIRO,Perth WA 6151,missing,"- Part-time, Full-time",Government & Public Administration,missing,"1001 to 5,000","Acknowledgement of Country
CSIRO acknowledges the Traditional Owners of the land, sea and waters, of the area that we live and work on across Australia. We acknowledge their continuing connection to their culture and pay our respects to their Elders past and present. View our vision towards reconciliation
Child safety
CSIRO is committed to the safety and wellbeing of all children and young people involved in our activities and programs. View our Child Safe Policy.
The opportunity
The SKA Observatory (SKAO) is a next-generation radio astronomy facility that will revolutionise our understanding of the Universe and the laws of fundamental physics. Enabled by cutting-edge technology, it promises to have a major impact on society, in science and beyond.

In Australia, the SKAO is collaborating with CSIRO to operate and support the construction of the low frequency telescope (SKA-Low) in remote Western Australia on Wajarri Yamaji Country.

The Traditional Owners and native title holders, the Wajarri Yamaji, have gifted CSIRO with the traditional name Inyarrimanha Ilgari Bundara for the CSIRO Murchison Radio-astronomy Observatory, home to the SKA-Low telescope. The traditional name means ‘sharing sky and stars’ in the Wajarri language.

The SKA-Low Data Analyst / Telescope operators will be fundamental to delivering the broad and ambitious science from one of the world’s largest telescopes. During the construction phase this role will be responsible for commissioning observations in collaboration with the Commissioning Team and the Assembly, Integration and Verification Team. Once construction is complete, they will be responsible for the day-to-day observing of the SKA-Low Telescope and provide analysis of the initial telescope data for quality assurance and science verification.
Your duties will include:
Conduct, monitor and calibrate astronomical observations and use appropriate computing resources towards successful operation of the telescope array releases (when they become available and as required).
Assist with system checks, maintenance handovers, array and correlator/beamformer configurations and setups.
Undertake quality assurance of (continuum, spectral line imaging and/or time-domain) data obtained from early array releases and using existing low frequency data sets, such as from the Aperture Array Verification System 3.
Contribute to the design and documentation of operating procedures for SKAO.
Support communication between engineering and technical staff and scientific stakeholders.

Location: Perth, Western Australia
Salary: AU$93,267 - AU$105,517 plus 15.4% superannuation
Tenure: Indefinite – Full-Time, Part-Time or Job-Share
Reference: 97219
To be considered you will need:
Essential

Aptitude to control and operate a scientific research facility including familiarity with monitoring, controlling, and scheduling.
Appreciation of steps required for the acquisition and processing of scientific data.
Aptitude to contribute to the definition and development of operational procedures, monitoring dashboards and documentation.
Ability to work effectively as part of a multidisciplinary team.
An awareness of equitable practices, including accessibility, to facilitate broad access to the Observatory.

Desirable

An undergraduate degree or equivalent in astronomy, physics, engineering, computing or a related field
Experience in radio astronomy observations and data reduction pipelines, especially at low frequencies.
Familiarity with low frequency radio astronomy calibration techniques.

CSIRO is an Equal Opportunity employer working hard to recruit world-class talent that represents the diversity across our society. As part of our commitment to equitable employment outcomes for under-represented groups, preference will be given to Aboriginal and Torres Strait Islander people who meet the role criteria. CSIRO conscious inclusion practices are intended to constitute a special/equal opportunity/affirmative measure under section 8(1) of the Racial Discrimination Act 1975 (Cth).

For Full details about this role, please review the Position Description
Eligibility
Applications for this position are open to Australian/New Zealand Citizens, Australian Permanent Residents or you must either hold, or be able to obtain, a valid working visa for the duration of the specified term. Appointment to this role is subject to provision of a national police check and may be subject to other security/medical/character requirements.
Flexible working arrangements
We work flexibly at CSIRO, offering a range of options for how, when and where you work.

CSIRO and the SKA Observatory value and respect difference, and we are committed to building an inclusive culture by creating an environment where you can balance a successful career with your commitments and interests outside of work. We believe that you will do your best at work if you have a work / life balance. We are open to discussing flexible working opportunities with this role being offered on a full-time, part-time or job share basis. Please raise your preference in your application.
Diversity and inclusion
We are working hard to recruit people representing the diversity across our society, and ensure that all our people feel supported to do their best work and feel empowered to let their ideas flourish.
About CSIRO
At CSIRO Australia's national science agency, we solve the greatest challenges through innovative science and technology. We put the safety and wellbeing of our people above all else and earn trust everywhere because we only deal in facts. We collaborate widely and generously and deliver solutions with real impact.

CSIRO is committed to values-based leadership to inspire performance and unlock the potential of our people.

Join us and start creating tomorrow today!
How to apply
To apply for this role, please apply on-line providing your CV, and a Cover Letter clearly addressing the essential criteria of this role and your motivation for applying. Under CSIRO policy, only those who are able to demonstrate how they can meet the essential criteria may be appointed
Applications close
13 SEPTEMBER 2024, 11:59pm AWST","$93,267 - $105,517 a year"
74,Junior Machine Learning Engineer (ML Applications in Web3),Openmesh Network,Remote,missing,Full-time,Information Technology,missing,missing,"About Openmesh and Xnode
Today a handful of corporations control 90% of the world's data and IT infrastructure and we are expected to trust them. This is not just bad for business; it's bad for everyone. Information asymmetry has led to social inequality, scandals, polarization, and corruption. Sometimes, it has even led to war. Centralized data control acts as a potential chokepoint for innovation, raises privacy concerns, and creates a bottleneck for the free flow of data.
Openmesh is a cutting-edge new open-source cloud infrastructure and a global open data network aimed at storing important global data without a middleman. It is the largest open web3 data lake, covering approximately 80% of the entire crypto and web3 ecosystem today. In 2023 and 2024, we aim to expand our data coverage to include public health and scientific research data.
Openmesh enables anyone to create their own decentralized data cloud, connect globally, share data securely, slash deployment costs, and automate data cloud setup. The Openmesh Network is designed to collect, store, process, stream, and provide data connectivity for anyone, anywhere, anytime, without the need for registration, licensing, or payments. Think of Openmesh as the internet's open data fabric. It grants universal access and prevents interferences created by regulators, governments, corporations, and even its own creators. The possibilities are endless.
Core Products
Our flagship product, Xnode, is an integral part of this vision, offering a revolutionary platform for developers to build decentralized data clouds. Xnode, enables developers to build their own decentralized data clouds with data connectivity, data APIs, and query & analytics engines in mere minutes, instead of weeks or months. They pay only for computing and storage, sidestepping licensing and setup fees. Xnode facilitates a 10-15 fold cost reduction in running and operating data clouds and can save over 95% of deployment time.
Pythia is a powerhouse analytics & query engine that transforms raw data into actionable insights. Pythia allows anyone to design, build, visualize, and deploy powerful data products.
Unified APIs provide a single endpoint for all crypto & web3 data, making it accessible to anyone, anywhere, without any costs. There are no licenses, registrations, or setup fees involved.
Our vision
Our vision is to democratize data and address information asymmetry at a scale. Data & information is the most valuable commodity in the world. Without quality, reliable data, all webpages, apps, and the entire internet will stop working. We believe access to reliable, unedited information is a fundamental right- an aspect of a free and democratic society. The Core Principles of Openmesh, by design, has no single authority that can alter its data, how the information is distributed or controlled, or who can see what and when. The infrastructure and entire technology stack is open-source and governed by an open-source community.
The opportunity
Learn groundbreaking innovations in Data, Cloud, Blockchain, AI, and Web3 Infrastructure from visionaries, and discover what your dream job is really like.
You will be given access to our technology, hackathons, virtual conferences, mentoring sessions, R&D infrastructure, workshops, and an opportunity to observe and apply your knowledge in practice. You have the option to work in person or remotely. Gain on-the-job experience. You'll be assigned a project that will develop your problem-solving skills, teach you how to present your ideas, work with a team, and think like a professional. The specialized knowledge and skills you gain through the program will prepare you for a successful career at Openmesh.
Top-performing candidates will receive a full-time offer and a chance to win cash prizes from our mini-hackathon series.
About the Role
As a Junior Machine Learning Engineer, you will be at the forefront of integrating machine learning models into the Xnode ecosystem, contributing to advanced data processing and analysis. Your role extends to collaboration with Pythia, where your expertise will enhance the integration of machine learning into data analytics processes, fostering innovation within the decentralized data landscape. You will have the opportunity to contribute to the development of one of the world's first large-scale open data clouds and analytics engines. Openmesh is a dedicated global initiative that brings together brilliant minds in the tech industry to create open data and open infrastructures that will be pivotal in shaping the next 10-20 years.
Responsibilities
Xnode ML Integration: Explore and implement machine learning models within the Xnode ecosystem for advanced data processing and analysis.
Innovative ML Applications: Contribute to the development of innovative machine learning applications that enhance the capabilities of the Xnode data cloud.
Pythia ML Integration: Collaborate with Pythia developers to integrate machine learning models into data analytics processes, optimizing insights generation.
Data Labeling: Contribute to data labeling processes to improve the quality of training datasets for machine learning models.
Performance Evaluation: Conduct performance evaluations of machine learning models and iterate on improvements.
Qualifications
Bachelor's or Master's degree in Machine Learning, Computer Science, or a related field.
Proficiency in machine learning frameworks (e.g., TensorFlow, PyTorch).
Understanding of blockchain and decentralized technologies.
Strong problem-solving and analytical skills.
Excellent programming skills in languages such as Python.
Why Join Us
Lead a revolutionary product that is reshaping the landscape of data management and accessibility.
Collaborate with a global community of innovators and thought leaders in the decentralized space.
Make a significant impact on how data is accessed and utilized worldwide, promoting transparency, efficiency, and democratization.
Enjoy a dynamic, challenging, and rewarding work environment, along with competitive compensation and benefits.
How to Apply: Interested candidates should submit a resume and a cover letter detailing their passion for decentralized technologies and their vision for Openmesh's future.",missing
75,Business Analyst,ETM Group Holdings Pty Ltd,Alexandria NSW 2015,missing,- Full-time,Recruiting & Staffing,missing,missing,"ETM Group Holdings is currently searching for a firstrate Business Analyst to work our Bondi Junction office, Sydney.
The successful candidate must have a highly relevant Bachelor degree & at least two years full time experience. Experience in the construction industry will be preferred. Duties of the positions are:
Crafting and documenting a business strategy to both improve the level of customer service to its clients and to improve the quality of the service offered.
Developing and interpreting and analysing client feedback including tracking and monitoring client satisfaction.
Reviewing current communication and interactions between different departments and locations.
Organising weekly meetings with directors, management staff to discuss any operational issues with company operations.
Gathering and organising the information about the business issues or problematic procedures and providing best solutions to overcome these business issues.
Implementing best business improvement procedures and demonstrating and presenting to the staff the new and improved business organisation workflows. Discussing with staff any improvements to the management of the systems procedures to ensure greater efficiencies and the reduction in waste.
Planning and managing the companies workflow chart, maintaining and updating weekly management reports and related analysis.
Developing and updating business process data documentation and work guidelines.
Preparing, reviewing and amending the business policy and procedural manuals.
Performing a cost-benefit and return on investment analysis for new proposed systems.
We can offer a fulltime position and remuneration in the range $90,000 - $100,000 plus Superannuation.
Job Type: Full-time
Pay: From $90,000.00 per year
Schedule:
8 hour shift
Ability to commute/relocate:
ALEXANDRIA, NSW 2015: Reliably commute or planning to relocate before starting work (Required)
Work Authorisation:
Australia (Preferred)
Work Location: In person","From $90,000 a year"
76,Business Intelligence Analyst,Kalgin Global Logistics,Matraville NSW 2036,missing,"- Contract, Fixed term",missing,missing,missing,"Kalgin Global Logistics is currently seeking a Business Intelligence Analyst for a full-time contract with a possible extension to permanent role.
Job Position: Business Intelligence Analyst
Salary: Minimum $85,000.00 plus Super
Hours: 38 hours Full time
Mode: Full time
Location: Matraville, Sydney
Experience required: Minimum 2 years in relevant role
Key Responsibilities:
Develop and maintain Power BI dashboards to support business objectives.
Analyze complex datasets to uncover trends, patterns, and insights.
Create intuitive, visually appealing reports tailored to stakeholders' needs.
Collaborate with cross-functional teams to understand business requirements.
Deliver tailored BI solutions that align with organizational goals.
Provide insights and recommendations to help shape business strategies and plans.
Evaluate current systems, processes, and structures to identify inefficiencies.
Work with clients and stakeholders to discuss shortcomings and propose solutions.
Design and implement ETL processes to ensure accurate and efficient data flow.
Collaborate with international teams to develop and adapt BI solutions that meet diverse cultural and business requirements.
Ensure solutions are scalable and adaptable across various markets.
Utilize tools such as SSIS ,Power Automate and ADF to streamline and automate data workflows.
Optimize business processes to improve efficiency and reduce manual efforts.
Effectively communicate complex data insights and technical information to non-technical stakeholders.
Prepare presentations and reports that translate data into actionable business strategies.
Qualifications:
A minimum of 3 years of experience in Business Intelligence, with a focus on the logistics or freight forwarding industry.
Proven experience working in international freight forwarding companies in an analyst role.
Advanced technical and design skills in Power BI.
Proficiency in CargoWise One.
Bachelor's degree in Industrial Engineering or a related field.
Certifications in Power BI, Azure, SQL, and Python.
Knowledge of cloud systems such as Microsoft Azure.
Strong understanding of ETL processes and tools, including SSIS and Azure Data Factory.
Familiarity with Power Automate for workflow automation.
Experience working in multiple countries and with clients from different cultures and languages is an advantage.
Job Type: Contract
Contract length: 24 months
Pay: $85,000.00 per year
Schedule:
Monday to Friday
Experience:
Cargowise One: 1 year (Required)
Work Authorisation:
Australia (Preferred)
Work Location: In person
Application Deadline: 23/09/2024","$85,000 a year"
77,"SQL Server, Power BI, DAX",Pyramid Global Technologies,New South Wales,missing,missing,Human Resources & Staffing,missing,missing,"About the job SQL Server, Power BI, DAX
Writing optimized SQL queries for integration with other applications.
Maintaining data quality and overseeing database security.
Building Analysis Services reporting models.
Developing visual reports, KPI scorecards, and dashboards using Power BI desktop.
Connecting data sources, importing data, and transforming data for Business intelligence.
Analytical thinking for translating data into informative reports and visuals.
Very good communication skills must be able to discuss the requirements effectively.",missing
78,BI Analyst,Altius Group,Hawthorn VIC,missing,Full-time,Healthcare,missing,"501 to 1,000","Analyse & report on key metrics to support adhoc & recurring operations decision
Build & deliver automated reporting systems & dashboards to enhance performance
Benefit from supportive leadership and professional development opportunities

About Nabenet:

Nabenet, a part of Altius Group, specialises in workplace health and wellbeing services. We are committed to helping people return to work and stay healthy. With our expert team, we strive to provide the highest standard of care and support to our clients.

Why you’ll love working with us:
Join a market leader in workplace health and wellbeing.
Enjoy a clear career development pathway with mentoring and generous PD budget.
Support for your personal wellbeing, including access to our Employee Assistance Program (EAP) and wellbeing seminars.
Your role:
As a BI Analyst at Nabenet, you will:
Collaborate with General Managers across three business units to meet their distinct data needs.
Develop and maintain Power BI and SSRS reports to track key performance indicators.
Analyse business-specific metrics to inform operational decision-making.
Automate reporting processes using tools like Microsoft SQL, Power BI, and SSRS.
What we looking for:
Tertiary qualification in Computer Science, Information Systems, or a related field.
Motivation and a strong problem-solving mindset.
Understanding of BI concepts and experience with data visualization tools.
Strong communication skills and a willingness to learn and grow with our team.
This role is based in Hawthorn, Victoria, with some flexible work arrangements.

If this sounds like you, we’d love to hear from you! Click apply now.

Nabenet is an Equal Opportunity Employer and values diversity in our workforce.

We are a 2024 Circle Back Initiative Employer – we commit to respond to every applicant.",missing
79,DATA ANALYST,missing,Adelaide SA 5000,missing,"Contract, Fixed term",Healthcare,missing,"501 to 1,000","Department for Housing and Urban Development
Job reference: 617141
Location: 5000 - ADELAIDE
Job status: Long Term Contract
Eligibility: Open to Everyone

The Data Analyst is responsible for preparing and providing data for a range of programs that inform the management of urban growth and development in South Australia.
Who are we:
Our department’s primary objective is the delivery of homes and housing options for South Australians. In response to the national housing crisis, we are committed to accelerating the build of a diverse range of housing options. We strive to find solutions to the urgent demand for housing security.
Our mission focuses on coordinating various portfolios related to housing, housing infrastructure, urban development, and planning. By ensuring sound decisions and efficient management, we strive to create sustainable, well-planned communities offering safe and affordable housing options.
Join us in our endeavour to address one of the most pressing challenges of our time and make a tangible difference in the lives of our community.
The Role:
The role provides advice and undertakes tasks on a range of internal projects and interdepartmental projects that relate to the analysis of development.
The key focus areas of the role include:
Undertaking high level spatial and quantitative data analysis, and interpretation.
Preparing advice on trends and forecasts in population, housing, land and development to the Minister, State Government agencies, Local Governments and other bodies.
Developing innovative systems and processes to monitor urban and regional development activities, demographic trends and socio-economic outcomes.
Contribute to the development and implementation of options to inform policy and strategy development.
About You:
To be successful in this position, you must be able to demonstrate experience across the following key capabilities:
High level analytical and research skills to evaluate complex information, provide expert advice and communications, and develop clear correspondence and reports with recommendations for time critical deadlines.
Proven experience in data collection, management, analysis and presentation.
Demonstrated commitment to continuous improvement and innovation by challenging assumptions and established views and generating ideas to deliver goals more effectively.
Ability to plan, prioritise and organise work to meet deadlines and competing demands.
Resolving complex issues with innovative solutions that are consistent with Agency objectives which may include developing and selecting new techniques and methodologies appropriate to the discipline and agency.
Undertaking critical, sensitive and/or complex information, consultation and/or negotiation processes with stakeholders and across government agencies.
Coordinating investigations and preparing reports and recommendations on matters of some complexity and sensitivity.
Desirable Qualification:
Relevant qualification that aligns to role requirements, such as planning, property, geography, data analytics or spatial information systems (desirable).
Special Conditions
Successful applicants may be required to obtain a satisfactory Department of Human Services Criminal History Check or National Police Check prior to employment. A renewal will be required every 3 years.
Remuneration:
ASO5 - $85,790 - $95,413
Enquiries:
For all confidential enquiries, please contact Chris Rudd, Manager Analytics and Forecasting at Christopher.Rudd@sa.gov.au
Application Instructions:
All applications must be submitted online.
If you are interested in this opportunity, please submit a covering letter (no more than 2 pages), outlining your skills and experience in relation to the key capabilities outlined in the role statement, a current CV and the contact information of three referees including your current line manager.
All applicants must complete a ‘Pre-Employment Declaration in the SA Public Sector’ form.

Applications close: 10/09/2024 11:30 PM",missing
80,Roster Coordinator/Data Entry,Solution Entertainment,Balaclava VIC,missing,"- Part-time, Seasonal, Casual, Contract, Fixed term",missing,missing,missing,"Main duties:
Assist in the co-ordination of staff onboarding, rostering, and qualification compliance
Co-ordinate staff uniform distribution and return
Data management and reporting documentation
Skills/Experience and Qualification Required:
Proficient with Excel
Strong communications skills
Independent worker
Ability to problem solve and make quick decisions
Excellent time management skills
Attention to detail and a hands-on approach
Excellent spoken and written English
Physically able to sort and pack costumes
Tasks:
Assist in the HR Co-ordinator in recruitment and onboarding staff
Ensure understanding of relevant award/s for each position
Set staff up with Training apps- provide training and support as required
Communicate with relevant supervisors and staff to ensure that shifts are filled in accordance with requirements
Ensure that timesheets are completed and submitted correctly
Follow up any timesheet queries with relevant staff
Fill rosters with appropriate staff in accordance with guidelines and requirements
Job Types: Part-time, Fixed term, Casual, Seasonal
Contract length: 12 weeks
Pay: $28.00 – $34.00 per hour
Expected hours: 16 – 32 per week
Schedule:
8 hour shift
Day shift
Morning shift
Weekend availability
Experience:
Rostering: 1 year (Preferred)
Work Authorisation:
Australia (Required)
Work Location: In person
Expected Start Date: 30/09/2024",$28 - $34 an hour
81,MS SQL DBA,Infosys,Melbourne VIC,missing,missing,Information Technology Support Services,missing,"more than
10,000","About Infosys

Infosys is a global leader in next-generation digital services and consulting. We enable clients in 56 countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through the many next of their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise and ideas from our innovation ecosystem.
Visit www.infosys.com to see how Infosys can help your enterprise navigate your next.

Role – MS SQL DBA
Location – Sydney
Salary range: AUD 108,571- 119,893(Annual Gross)

Job Description

Today, the corporate landscape is dynamic and the world ahead is full of possibilities! None of the amazing things we do at Infosys would be possible without an equally amazing culture, the environment where ideas can flourish and where you are empowered to move forward as far as your ideas will take you.

At Infosys, we assure that your career will never stand still, we will inspire you to build what’s next and we will navigate further together. Our journey of learnability, values and trusted relationships with our clients continue to be the cornerstones of our organization and these values are upheld only because of our people.

Your role

As a Senior Consultant, you are an expert at contributing to different phases of the consulting lifecycle. You will be intensely involved in; you will define the problem, propose and refine the solution. You will also play an important role in the development, configuration and deployment of the overall solution. You will guide teams on project processes, deliverables and contribute to the proposal development, client training and internal capability-building and help detail the project scope. You will have the opportunity to shape value-adding consulting solutions that enable our clients to meet the changing needs of the global landscape.

Required

Expertise in RDBMS S/W installation, database server builds, applying patches, upgrading, configuring, trouble shooting of SQL SERVER 2008R2/2012/2014/2016
Expertise in Disaster Recovery plans by configuring Always ON, Clustering, Log-shipping, Mirroring and Replication (Snapshot and Transactional).
Implementing High Availability in SQL 2012/2016 by configuring Always ON Availability groups across Windows Server Failover Clustering.
Expertise knowledge in database encryption
Expertise in database Back Up, Restore, Recovery, updating statistics, Rebuilding and Reorganizing indexes, Defrag Tables, Replication, Linked Servers, and Database Maintenance Plan.
Monitoring Instances, Configuring and Enabling alerts using Quest Fog light/App Dynamics or any other 3rd part tool.
Experience in query optimization and performance tuning. Experience in using SQL Profiler, Execution Plan, Performance Monitor and DBCC Commands.
Experience in PowerShell or SSIS to automate the day-to-day activities and troubleshoot/enhance the existing scripts.
Monitoring/Troubleshooting Log shipping /DB Replication/Always ON.
Respond and Troubleshoot database related problems reported by customers.
Automate the routine tasks.
Preparing Knowledge articles and sharing with the team on day-to-day activities.

Preferred

Providing 24X7 Support and maintenance to all the Database Instances of OLTP/OLAP.

Personal

Besides the professional qualifications of the candidates, we place great importance in addition to various forms personality profile. These include:
High analytical skills
A high degree of initiative and flexibility
High customer orientation
High quality awareness
Excellent verbal and written communication skills
All aspects of employment at Infosys are based on merit, competence, and performance. We are committed to embracing diversity and creating an inclusive environment for all employees. Infosys is proud to be an equal opportunity employer","$108,571 - $119,893 a year"
82,Data & Analytics Practice (Australia),FDM Group,Australia•Hybrid work,missing,"Graduate, Full-time",Information Technology Support Services,missing,"5,001 to 10,000","About The Role
Join our Graduate Program in our Data & Analytics Practice and become a data pro in one of the most influential careers in the tech industry.
Whether it’s navigating the intricacies of data extraction with structured query language (SQL) or creating data visualisation and online dashboards, you will gain expertise across a range of technical areas. Our training will cover business intelligence essentials, like diverse data modelling and warehousing, turning large unstructured data sets into valuable business insights.
Explore diverse and exciting roles on client assignments. Develop the skills and tools to forecast, analyse and harness data and learn the fundamentals of business intelligence, data engineering and machine learning.
About this role
We welcome candidates from all degree backgrounds, no STEM experience required. Show us your passion for tech and we’ll show you the skills for success on your career journey.
Upon joining FDM, you will become an Associate Consultant within our Data & Analytics Practice and commence your journey by building core capabilities for 6 weeks after which you will develop key skills in a practice-based learning environment for up to 6 weeks. Engaging in various sprints within FDM's Skill Lab, you'll learn technical and professional skills necessary for your first client assignment. The Skill Lab mirrors real-world scenarios and client settings, providing hands-on experience in roles like BI Developer, Robotic Process Automation (RPA) Developer, Data Engineer, Machine Learning Engineer, or Data Analyst, with access to continuous upskilling and career development opportunities.
Where ambition meets opportunity
At FDM, we want driven people from diverse backgrounds. Dedicated to your continuous growth, we offer a non-linear career journey with our Skills Lab helping guide you to the future you want.
Your skill set will grow, clients will value your increased expertise and your career will thrive exponentially.
It’s a journey packed with exciting opportunities – just seize them!
About You
What we look for
You hold a university degree level (bachelor or higher)
Able to commit to completing our full 2.5-year graduate program
Strong problem-solving and analytical skills, paired with great interpersonal and communication skills
Determination and drive – this means going the extra mile to succeed as an IT Consultant
Eligibility to work in Australia (citizen or permanent resident)
Able to relocate for client projects - many of our clients are based in Sydney and Melbourne, so we look for you to be flexible to relocate. At FDM we support you with a relocation package and connect you to other FDM Consultants. Learn more here.

We require our consultants to attend the office for client assignments when required. Currently, most client assignments have hybrid working arrangement with between 3-5 days a week in the office with remainder from home, depending on the client.
Why join us
Full-time employment with a competitive salary
An initial upskilling course pre-assignment facilitated by our expert coaches
Opportunity for entire FDM career journey development with ongoing coaching through our Skills Lab
Consultant Experience Team dedicated to your wellbeing, health, and happiness
Opportunity to become a leading consultant in one of the most in-demand tech field
Option to join the FDM Buy As You Earn share scheme
About Us
About FDM
FDM powers the people behind tech and innovation. From spotting trends to finding exceptional talent, we're the go-to and business and technology consultancy for staying ahead.
With 30+ years’ experience, we discover, train, and mentor the free thinkers, the fresh starters, and the hard workers from diverse backgrounds, connecting them with world class businesses. Collaborating with our client partners, we provide the perfect talent precisely when needed and guide our people to make career choices that lead to exponential growth.
FDM has 18 centres located across Asia-Pacific, North America and Europe and has helped successfully launch nearly 25,000 careers globally to date and are a trusted partner to over 200 companies worldwide.
Dedicated to Diversity, Equity and Inclusion
FDM Group’s mission is to make tech and business careers accessible for everyone. Our diverse team of 90+ nationalities thrive on differences, fuels innovation through varied experiences, and celebrates shared successes. As an Equal Opportunity Employer and listed on the FTSE4Good Index, FDM ensures every qualified applicant, regardless of race, colour, religion, sex, or any other status, gets the chance they deserve.

Share Vacancy on Facebook
Share Vacancy on X
Share Vacancy on LinkedIn
Share Vacancy on WhatsApp
Send Vacancy to a friend",missing
83,Junior Tableau Developer,INGRITY,Sydney NSW 2000,missing,"Contract, Fixed term",missing,missing,missing,"Unlock Your Potential: Join Our Team as a Tableau Developer (junior to mid-level) to work with one of our Banking and insurance clients and Transform Data into Actionable Insights!

At INGRITY

Imagine the Impossible: It's not just an aspiration for our clients; we expect the same from our team.

INGRITY isn't your typical workplace; we thrive on the fusion of Intelligence & Grit. Prioritising personal growth, open communication, continuous learning, career progression, and accountability, we're on the lookout for individuals like you.
Do you seek roles fostering personal growth, allowing you to excel?
Do you flourish in a culture that values open communication and diverse perspectives?
Are you passionate about expanding your skills, and eager to join a company that invests in employee development?
Are integrity and accountability at the core of your values?

If you answered yes to any of these questions, we invite you to explore opportunities with us and join a team committed to data-smart excellence.

Do impactful work
Join us and make a difference. Our customers face challenges on their journey to data intelligence, from data silos to legacy constraints. Navigating regulations complicates matters. We specialise in innovative solutions, empowering businesses to adopt Data Smart practices, transforming data into a strategic asset.

Joining our team means empowering companies to embrace data intelligence, making informed decisions, boosting efficiency, fostering growth, and enhancing customer experiences in today's dynamic business environment.

Are you ready to step into your greatness and imagine the impossible?

About the Job:
As a Junior Tableau Developer, you will play a key role in transforming raw data into meaningful insights using Tableau. You will collaborate with cross-functional teams to design, develop, and maintain interactive dashboards and reports that support our business objectives. This is an excellent opportunity for someone with a data analysis background who is eager to advance their career in data visualisation and business intelligence.
Key Responsibilities:
Develop, design, and maintain Tableau dashboards and reports to support business decision-making.
Collaborate with stakeholders to gather requirements and translate them into technical solutions.
Conduct data analysis to identify trends, patterns, and insights that inform business strategies.
Ensure data accuracy and integrity by performing data validation and quality checks.
Assist in the integration of various data sources into Tableau to create comprehensive reports.
Provide training and support to end-users on Tableau functionality and best practices.

Requirements:
1 + years of proven experience in BI development space with Tableau and data analytics background.
Solid hands-on experience with Tableau, including building interactive dashboards and reports.
Strong data analysis skills, with proficiency in SQL and Excel.
Familiarity with data warehousing concepts and ETL processes.
Excellent problem-solving skills and attention to detail.
Strong communication and collaboration skills, with the ability to work effectively in a team environment.


About INGRITY:

We are a fast-growing, progressive Sydney-based data & analytics company. We service many large corporates and SMBs in the financial services sector, to derive value from data. At Ingrity, we are committed to building a diverse and inclusive workforce to deliver value to customers. As a value-driven organisation, we nurture and support our people by having a laser-sharp focus on skill and talent development, collaboration, and flexibility.",missing
