,Job Title,Company Name,Location,Work Model,Employment Type,Industry,Company Type,Company Size,Job Description,Salary
10,Junior Data Analyst,COMFORT IN PTY LTD,Ringwood,missing,Missing,missing,missing,missing,"Comfort In Pty Ltd is a leading provider of comfort and well-being solutions, specializing in home automation. We are committed to delivering high-quality services and innovative solutions to enhance our clients' comfort and satisfaction.
We are seeking a motivated and detail-oriented Junior Data Analyst to join our team. The ideal candidate will assist in analyzing and interpreting data to support business decisions and improve operational efficiency. This entry-level position offers a great opportunity to grow your career in data analytics within a dynamic company.
Key Responsibilities:
Collect, clean, and organize data from various sources.
Assist in performing data analysis to identify trends, patterns, and insights.
Generate reports and visualizations to support business objectives.",$37.40/hr (Employer est.)
11,Systems Developer (Data Analyst),South Metropolitan Health Service,Australia,missing,Missing,missing,missing,missing,"This is where jobs become careers, passion finds its purpose, and your voice finds its place. Are you ready to dive headfirst into the community taking excellent health care where it's needed? Then South Metropolitan Health Service is the perfect place to start!
SMHS delivers quality, safe and effective hospital and health services within a catchment area stretching more than 3300 square kilometres across the southern half of Perth.
Our vision is Excellent health care, every time. You can read more about SMHS in our Strategic Plan . Visit https://smhs.health.wa.gov.au/About-Us/Strategic-focus/Strategic-plan
Currently we are seeking a Systems Developer to join the Transformation team at SMHS. This role provides input towards a vision that underlies the projected solution and transforms that vision through execution into the solution and provides input towards the development of policies, strategies and best practices that support the delivery of robust technical application solutions in an innovative, efficient and effective manner.",$112K – $119K/yr (Employer est.)
12,Data Entry,AEM MARKETING PTY LTD,Perth,missing,Missing,missing,missing,missing,"We are currently seeking a detail-oriented and efficient Data Entry Clerk to join our team. This role is crucial in ensuring the accuracy and integrity of our data as we continue to expand.
Responsibilities:
Accurately enter data into company databases and software systems.
Review and verify data for completeness, accuracy, and consistency.
Maintain and update records in a timely manner.
Perform regular data audits and clean-up tasks to ensure data quality.
Assist in generating reports and retrieving data as requested by other departments.
Handle sensitive information in a confidential manner.
Collaborate with other team members to resolve data discrepancies.",$24.82 – $36.60/hr (Employer est.)
13,"Telesales, Business Development and Database Entry",MHA Products,Australia,missing,Missing,missing,missing,missing,"We are seeking an experienced internal account manager / outbound telephone salesperson to assist our company goals and continued growth. This hands-on role requires a mature minded, confident self-starter with initiative and enthusiasm.
This is a long-term position for the right person. Potential to have your own territory and grow with the company.
Full-time or Part-time positions available.
Job Tasks and Responsibilities:
Contacting old and potential customers to assess current needs and book appointments
Business to business outbound
Database maintenance – including updating records
High volume daily calls - ability to multi-task and use computer easily.",$62K – $75K/yr (Employer est.)
14,Online Data Analyst,Rainforest Plants of Australia,Australia,missing,Missing,missing,missing,missing,"Rainforest Plants of Australia is a dedicated not-for-profit organization focused on the conservation and promotion of Australia’s unique rainforest flora. Our mission is to protect and restore vital rainforest ecosystems through research, education, and community involvement. Join us in our commitment to preserving these irreplaceable environments for future generations.
Job Overview: We are seeking a skilled Online Data Analyst to join our team. This role involves analyzing data related to conservation projects, research initiatives, and community outreach programs. The ideal candidate will have strong analytical skills, experience with data visualization tools, and a passion for environmental conservation.
Responsibilities:
Collect, process, and analyze data from various sources related to rainforest conservation and research.",$39.27/hr (Employer est.)
15,Business Analyst,ETM Group Holdings Pty Ltd,Alexandria,missing,Missing,missing,missing,missing,"ETM Group Holdings is currently searching for a firstrate Business Analyst to work ourAlexandria, Sydney.
The successful candidate must have a highly relevant Bachelor degree & at least two years full time experience. Experience in the construction industry will be preferred. Duties of the positions are:
Crafting and documenting a business strategy to both improve the level of customer service to its clients and to improve the quality of the service offered.
Developing and interpreting and analysing client feedback including tracking and monitoring client satisfaction.
Reviewing current communication and interactions between different departments and locations.
Organising weekly meetings with directors, management staff to discuss any operational issues with company operations.
Gathering and organising the information about the business issues or problematic procedures and providing best solutions to overcome these business issues.",$90K/yr (Employer est.)
16,Online Data Analyst,QUALITY SEO,Remote,missing,Missing,missing,missing,missing,"Quality SEO is a leading digital marketing agency specializing in search engine optimization (SEO) and online visibility. We help businesses enhance their online presence through data-driven strategies and innovative digital marketing solutions. Our team is dedicated to delivering exceptional results and driving growth for our clients.
Position Overview: We are seeking a detail-oriented and analytical Online Data Analyst to join our remote team. The ideal candidate will have a strong background in data analysis, with a focus on SEO metrics and performance. This role involves analyzing data to provide actionable insights and support our SEO strategies to improve client outcomes.
Key Responsibilities:
Analyze SEO performance data, including website traffic, keyword rankings, and conversion metrics.",$40.10/hr (Employer est.)
17,"Admin , Who able to speak Madarine , and Chinese language",G&P Construction Services,Australia,missing,Missing,missing,missing,missing,"Job Introduction
We currently have a new opportunity for an experienced admit to join our team. This is a great opportunity for a customer focused individual to join a world leading food and facilities management company, which can offer unrivalled opportunities for career progression.
The successful candidate will support in the operational management of the cleaning contract across a large site, maximising the performance of cleaning teams and ensuring the service is operated safely, hygienically and to contractual specifications.
**No Cleaning experience is required**
Role Responsibility
Answering incoming calls; taking messages and re-directing calls as required",$25.08 – $30.00/hr (Employer est.)
18,Data Engineer,Simplyai,Sydney,missing,Missing,missing,missing,missing,"We are a successful professional services consultancy looking for an experienced Data Engineer to join our team. You will work with analytics and data management applications to modernise how they interact with data from multiple sources to deliver specific business outcomes for our clients.
You will work with internal teams and client teams to deliver successful outcomes for our clients. Duties will include:
Researching, consulting, analysing and evaluating system program needs
Identifying technology limitations and deficiencies in existing systems and associated processes, procedures and methods
Testing, debugging, diagnosing and correcting errors and faults in an applications programming language within established testing protocols, guidelines and quality standards to ensure programs and applications perform to specification",$120K – $140K/yr (Employer est.)
19,Data Entry Administrator,Mars Recruitment,Mundijong,missing,Missing,Human resources and staffing,Company - Private,51 to 200 Employees,"My client is currently seeking an experienced administrator to join their team! This is a temporary contract for 3-4 months.
Some key responsibilities include:
Data entry and processing paperwork
Email Management
Adhoc Administration
The ideal candidate will posess the following:
Be able to work on your own as well as enjoy working as part of the team
Have QGIS and asset management experience",$35.00 – $40.00/hr (Employer est.)
20,2025 Graduate Data Engineer,Xero,Melbourne,missing,Missing,Information Technology,Company - Public,1001 to 5000 Employees,"Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive.

At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose sits at the centre of everything we do. We support our people to do the best work of their lives so that they can help small businesses succeed through better tools, information and connections. Because when they succeed they make a difference, and when millions of small businesses are making a difference, the world is a more beautiful place.

Our team

The Data team at Xero plays a pivotal role in fostering a culture of collaborative, data-driven decision-making, impacting not only our internal teams but also our diverse, global community of small business owners, bookkeepers, and accountants. Our work involves crafting, overseeing, and delivering a broad spectrum of data services. These range from essential reporting and key data sets to advanced, scalable solutions in analytical data processing, storage, machine learning, and API-driven predictive services.",$140K/yr (Glassdoor est.)
21,Junior Data Analyst/Scientist,International Institute of Data & Analytics,Australia,missing,Missing,--,College / University,1 to 50 Employees,"The International Institute of Data & Analytics (IDA) is a not-for-profit hi-tech organization with foci on data science and big data analytics innovation, education and training, and commercialization and services. IDA offers unique experiences and engagement models for bridging the gaps between academia and business, enabling industry and government `easy to do business with’ leading scientists and specialists in data & analytics, and building a platform for engagements and collaborations between outstanding researchers, practitioners and educators.
In data science and big data analytics, the IDA creates enablers for:
Leading the field of data science and analytics innovation, training and services by building think-tank and thought leadership, and next-generation of data scientists and professionals;
transforming excellent research and innovation outcomes to actionable data science and analytics systems, tools, services and training for industry innovation and transformation; and",missing
22,Marketing Specialist,OPPIZI,South Melbourne,missing,Missing,Media and communication,Unknown,1 to 50 Employees,"*About Us*
We are a dynamic and innovative company committed to delivering exceptional products and services to our clients. Our team thrives on creativity, collaboration, and a passion for excellence. We are seeking a talented Marketing Specialist to join us and contribute to our growing success.
*Role Overview*
As a Marketing Specialist, you will play a key role in developing and implementing effective marketing strategies that drive brand awareness, engage our target audience, and support our business objectives. You will collaborate with cross-functional teams, manage offline marketing campaigns, analyze performance data, and contribute to the overall growth of the company.
*Overview*
We are seeking a skilled Marketing Specialist to join our dynamic team. The ideal candidate will be passionate about marketing, possess excellent communication skills, and have a flair for creativity. This role offers an exciting opportunity to contribute to the growth and success of our company through innovative marketing strategies.",$70K – $75K/yr (Employer est.)
23,Office Administrator,CG Recruitment,Australia,missing,Missing,Human resources and staffing,Company - Private,1 to 50 Employees,"Office Administrator
Highly organised and motivated to get the job done?
Want your foot in the door and willing to learn?
We have the opportunity for you!
The Role

Our client is major player in industrial gas and specialises in the manufacturing and distribution of gases throughout Australia. They now have a great opportunity for an office administrator to join their busy team!
These roles are temp to perm with work being Monday - Friday
Day shift - 10am-2pm potentially changed to 9:30am-2:30pm once trained.",$35.00 – $40.00/hr (Employer est.)
24,Data Management Officer,University Of Western Australia,Australia,missing,Missing,Education,College / University,5001 to 10000 Employees,"Research Infrastructure Centres
Play a crucial role in Australia’s national data linkage network, which supports vital health and health-related research.
Level 6, part-time / 0.5 FTE (37.5hrs per fortnight).
Base salary range: $91,833 – $97,052 p.a.(pro-rata) plus 17% superannuation.
About the area
The Population Health Research Network (PHRN) is an internationally significant research infrastructure program that is developing and operating Australia's first national data linkage network. The University of Western Australia is the lead agent for PHRN. Established with the backing of the Australian Government as part of the National Collaborative Research Infrastructure Strategy and supported by Australian governments and tertiary institutions, the PHRN has built a network that enables existing health data from around the nation to be brought together and made available for vital health and health related research purposes. This research allows health care planners, providers, and policy makers to respond more effectively to the changing needs of the Australian population.",$92K – $97K/yr (Employer est.)
25,Data Engineer,Cygnus Consulting Pty Ltd,Blackburn North,missing,Missing,missing,missing,missing,"Job Title: Data Engineer
Location: Melbourne, Victoria, Australia
Salary – 95K + Super
Job Description:
We are seeking a highly skilled and experienced Data Engineer to join our dynamic team. This role is pivotal in designing, implementing, and managing our data architecture using Snowflake. The ideal candidate will have a strong background in SQL, Snowflake, and DBT, coupled with a deep understanding of security best practices.
Responsibilities:
Data Management and Development: Design, build, and optimize data pipelines using Snowflake. Develop and maintain scalable and robust data architectures.",$95K/yr (Employer est.)
26,Data Engineer,URBIS,Melbourne,missing,Missing,Management and consulting,Company - Private,501 to 1000 Employees,"Who we are:
Urbis is people focussed, and we want the best for our team, our clients, and our communities. We are a community of passionate problem solvers, sought out by clients for our fresh thinking and approach to their city-shaping projects. Our mission is to help create meaningful, sustainable cities & communities.
Urbis is an employer of choice for gender equality (EOCGE), recognised through the Workplace Gender Equality Agency (WGEA), and active participants in the Federal Career Revive Initiative which supports the attraction and retention of women returning to work after a career break.
We pride ourselves in empowering our employees and supporting them to be the best they can be. Here you will make a tangible difference and positive impact, while gaining incredible industry experience and broad ranging exposure to the most exciting work.

Urbis, Shaping futures your way!

The Opportunity
We're looking for an experienced and proactive Data Engineer to join our growing team of Data and Application specialists. You will be responsible for database maintenance but more importantly designing our data and data pipeline architecture, as well as optimizing data flow and collection within and across Urbis.
The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. This role will support our software developers and data analysts on data initiatives and will ensure optimal data delivery architecture is consistent throughout Urbis. Urbis provides an exciting multi-disciplinary environment to refine your skills and grow your career.




Urbis is a market-leading built environment consultancy that shapes the cities and communities of Australia for a better future. Drawing together a network of the brightest minds, Urbis consists of practice experts, working collaboratively to deliver fresh thinking and independent advice and guidance for our cities and towns – all backed up by real, evidence-based solutions.
Why Urbis?
Urbis is a firm that truly values its people and provides a broad range of benefits which include:

To find out more about us visit our website at www.urbis.com.au/careers.

Urbis is committed to fostering a work environment that is inclusive, supports flexibility, and welcomes diversity. We are proud to be an equal opportunity employer. Aboriginal and Torres Strait Islander people are encouraged to apply.
How to Apply?
If you are an enthusiastic candidate, with the desire to become part of a driven and highly professional team, click on “Apply for this job” or email careers@urbis.com.au.
Recruitment Agencies - thank you for thinking of us. We do endeavour to fill our opportunities through direct channels wherever possible, however, if we find that we do need agency assistance, we'll be in touch.",$120K – $130K/yr (Employer est.)
27,Data Engineer,Mitra Innovation Ltd,Sydney,missing,Missing,missing,missing,missing,"Mitra Innovation is an Information Technology Company passionate about helping smart entrepreneurs, enterprises, and public-sector organizations to accelerate innovative ideas into amazing global businesses or solutions. We have specialized in product incubation, digital transformation, and Cloud-to-Cloud systems integration, with expertise in product development and cloud integration technologies with the power of AI.
Job Specific Duties and Responsibilities
Design and develop reliable data pipelines and platforms, ensuring extensive test coverage, with minimal supervision
Contribute to the technical design process for system enhancements
Implement deployment strategies for CI/CD pipelines and manage releases on data platforms
Offer technical support to other team members",missing
28,Data Annotator,DroneShield Limited,Pyrmont,missing,Missing,--,Company - Public,51 to 200 Employees,"Work with cutting edge technology, making the world a safer and more secure place. DroneShield (ASX:DRO) offers an opportunity to solve some of world’s most challenging technical problems in the Electronic Warfare, Artificial Intelligence and Machine Learning, RF sensing, Sensor Fusion and distributed systems. Working with high profile customers across militaries, government agencies, airports, critical infrastructure, law enforcement and many others.

With an approximately $1bn market capitalisation and having raised approximately $250m in 2024 alone, DroneShield is undergoing hypergrowth stage, fuelled by rapidly increasing use of drones for nefarious applications, from battlefield, to terrorism, to contraband delivery and commercial espionage.

This role is in the DroneShield Sydney headquarters in Pyrmont, Sydney. There are approximately 160 staff based in the 4,000sqm facility today, scheduled to grow to approximately 300 staff by end of 2026. Overseas on the ground presence includes Virginia (USA), Denmark, Germany and Dubai, as well as distributors in over 70 countries globally.",$70K – $93K/yr (Glassdoor est.)
29,Data Modeller,Accenture,Melbourne,missing,Missing,Management and consulting,Company - Public,10000+ Employees,"A Data Modeler will be responsible for creating and maintaining conceptual, logical and physical data models and will be creating one or more data models depending on use cases including transactional, integration, data warehouse and analytical systems.

Data modeler will have to work with the business team, comprising of stakeholders and analysts, and information technologists to understand data requirements for the program.
Perform data profiling/analysis activities that will help establish, modify, and maintain a data model.
Create conceptual data model to identify key business entities and visualize their relationships.
Create detailed logical models identifying all the entities, attributes and their relationships along with the characteristics associated with each of those.",missing
30,Principal Machine Learning System Engineer,Atlassian,Sydney,missing,Missing,Information Technology,Company - Public,5001 to 10000 Employees,"Overview:
Working at Atlassian

Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

As a Senior Software Engineer in the Central AI team, you will build and maintain the core infrastructure to allow machine learning engineers and data scientists to develop, train, evaluate, deploy, and operate Machine Learning models and pipelines. You will use your software development expertise to solve difficult problems, tackling complex infrastructure and architecture challenges.
Responsibilities:
Qualifications:",$200K – $220K/yr (Glassdoor est.)
31,Data Entry Operator – Victoria Local Council Elections 2024 - East Gippsland,HAYS,Australia,missing,Missing,Human resources and staffing,Company - Private,5001 to 10000 Employees,"Help to shape your local council’s future by working at the Victorian local council elections in 2024.
Victorian Electoral CommissionHays is proud to partner with the Victorian Electoral Commission (VEC) in preparation for the upcoming local council elections.Play a key role within the community and help to facilitate the democratic process. This is a unique opportunity to learn new skills, work as part of a team and deliver meaningful work that will shape Victoria’s future.
We are looking for a team of passionate individuals to work as Data Entry Operators in the Bairnsdale area.
About the position:As a Data Entry Operator in this election, you will be tasked with:
accurate data entry of preferences from ballot papers into the VEC computer count system
reconciliation of data entered ballot papers
lifting of ballot paper bundles, as required.


Due to the nature of the role, applicants must:

No previous experience is required, however, completion of an online data entry test will be mandatory to assess your suitability for this role.Shifts will commence from 26 October through to 10 November (approximately), dependent on the volume of work. Applicants who can commit to full-time availability during this period will be viewed favourably.
If you are interested in applying for this position, please click ‘apply now’ to forward an up-to-date copy of your CV. If you want to contact our team directly, please contact us at VEC@hays.com.au
Following a successful application, you will be required to complete a range of on-boarding requirements to ensure you are “Election Ready”. From here, contact will occur as needed to coordinate your availability.

#2880264",$39.90/hr (Employer est.)
32,Data Engineer / Mudlogger (INSITE Specialists),Halliburton Australia Pty Ltd,Jandakot,missing,Missing,"Energy, mining, utilities",Company - Public,10000+ Employees,"We are looking for the right people — people who want to innovate, achieve, grow and lead. We attract and retain the best talent by investing in our employees and empowering them to develop themselves and their careers. Experience the challenges, rewards and opportunity of working for one of the world’s largest providers of products and services to the global energy industry.
An opportunity exists for experienced Mudloggers and Data Engineers to join our Sperry Drilling team. The industry is fast paced and dynamic and requires applicants that are willing to work as and when required in response to customer operations.
Roles and responsibilities:
Activities related to mud-logging, data collection and reporting and gas system operations.
Promotes safety awareness and environmental consciousness and complies with all applicable safety and environmental procedures and regulations.",$60K – $80K/yr (Employer est.)
33,342411 CABLER (DATA AND TELECOMMUNICATIONS),SBD Electrical Pty Ltd,Australia,missing,Missing,missing,missing,missing,"SBD Electrical is looking to hire skilled workers in the field of CABLER (DATA AND TELECOMMUNICATIONS) Full-time. Four years minimum work experience is required.
Main Responsibilities
Reviewing drawings, specifications, and work areas to determine equipment positioning and connections
Identifying faults in telecommunications equipment using tools like ohmmeters, voltmeters, ammeters, and transmission measuring devices
Connecting wires and cables to appliances
Adjusting, replacing, and repairing faulty components, and testing equipment with electronic instruments
Installing cabling for telephones, radios, pay TV, and computer networks
Joining cables and sealing sheaths with lead and thermoplastic materials",$73K – $80K/yr (Employer est.)
34,Data Scientist | Artificial Intelligence,PWC Australia,Perth,missing,Missing,Finance,Company - Private,5001 to 10000 Employees,"Flexible work options - work smarter in a way that suits your lifestyle.
26 weeks paid parental leave - for mum, dad & foster carers.
Opportunities available in Sydney, Adelaide, Brisbane and Melbourne.
Looking for an exciting, diverse and challenging new role with a global impact? Join a modern technology team in Australia's largest professional services firm that delivers cutting-edge digital products and AI solutions.
The Opportunity
At PwC, we help Australian businesses, not-for-profits create value and improve the way they work. From improving healthcare, to creating smarter cities and igniting Australia’s start up industry, you’ll build trust in society and solve important problems.
The AI team is a group of highly experienced designers, developers, data scientists and analysts who are responsible for delivering digital products and AI solutions to PwC’s business across multiple LoS in Australia.",$111K – $140K/yr (Glassdoor est.)
35,Data Analyst,Retro Arcade Solutions,Adelaide,missing,Missing,missing,missing,missing,"Retro Arcade Solutions is a trailblazer in the arcade and gaming industry, dedicated to bringing classic arcade games and modern gaming solutions to enthusiasts and businesses. Our mission is to blend nostalgia with innovation, creating engaging and dynamic gaming experiences for all.
Position Overview: We are looking for a skilled Data Analyst to join our team and help us harness the power of data to drive strategic decisions and optimize our gaming solutions. As a Data Analyst at Retro Arcade Solutions, you will analyze complex datasets, provide actionable insights, and support various departments in achieving our business goals.
Key Responsibilities:
Analyze and interpret large datasets to identify trends, patterns, and actionable insights.
Create and maintain interactive dashboards and reports to monitor key performance indicators (KPIs) and track business performance.",$40.74/hr (Employer est.)
36,Data Entry,ZEISS Group,Australia,missing,Missing,Manufacturing,Company - Private,10000+ Employees,"Join a world leading optics company
Tonsley location with onsite parking
Casual role with comprehensive training and a great team
ZEISS has been an international leader in the fields of optics and optoelectronics for over 177 years. ZEISS ANZ offers market leading products in the Consumer Optics industries, Medical Technology and Microscopy and we are excited to present an opportunity to join our Vision Care team in Tonsley.
Reporting to the Lab Manager, your primary role will be the processing and ordering of lenses with potential to progress to all facets of the business. This is a diverse role which will touch many facets of our business, requiring someone who can comfortably transition between tasks with a ‘can do’ attitude is essential. The successful applicant will find themselves an integral member of our professional team.
Kellie Grant",missing
37,Mudlogging Data Engineers,Visuna,Australia,missing,Missing,--,Company - Private,51 to 200 Employees,"Job Reference: 200440

Upstream
Start Date: 10/09/2024
Applications close on: 01/10/2024
Contract Type: Contract
Country: Australia
Discipline: Mud Logger
Minimum Experience: 2 Years+
Job Contact: christine.reid@visuna.com
Mudlogging Data Engineers",missing
